custAge,profession,marital,schooling,default,housing,loan,contact,month,day_of_week,campaign,pdays,previous,poutcome,emp.var.rate,cons.price.idx,cons.conf.idx,euribor3m,nr.employed,pmonths,pastEmail,responded,profit,id
NA,unemployed,married,university.degree,no,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999,0,no,NA,3957
NA,blue-collar,single,basic.9y,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,3958
26,admin.,single,university.degree,no,yes,yes,cellular,jul,tue,1,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,no,NA,3959
31,admin.,divorced,NA,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,no,NA,3960
49,management,married,university.degree,no,no,no,telephone,jun,NA,1,999,0,nonexistent,1.4,94.465,-41.8,4.865,5228.1,999,0,no,NA,3961
57,services,married,NA,unknown,yes,no,cellular,apr,mon,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,no,NA,3962
30,admin.,single,NA,no,yes,no,cellular,jul,thu,3,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999,0,no,NA,3963
57,services,married,high.school,unknown,no,yes,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999,0,no,NA,3964
46,admin.,married,high.school,unknown,yes,no,cellular,jul,mon,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,3965
NA,technician,single,university.degree,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,no,NA,3966
NA,admin.,married,university.degree,no,yes,yes,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,no,NA,3967
38,admin.,married,NA,no,yes,no,cellular,jul,tue,1,999,0,nonexistent,-2.9,92.469,-33.6,1.044,5076.2,999,0,no,NA,3968
NA,entrepreneur,divorced,university.degree,no,yes,no,cellular,may,thu,2,999,1,failure,-1.8,92.893,-46.2,1.27,5099.1,999,2,no,NA,3969
52,admin.,married,NA,no,no,no,telephone,sep,tue,13,14,2,failure,-3.4,92.379,-29.8,0.819,5017.5,0.466666667,10,no,NA,3970
33,admin.,single,university.degree,no,no,yes,cellular,jul,tue,5,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,no,NA,3971
34,blue-collar,married,professional.course,no,yes,no,telephone,may,wed,1,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,no,NA,3972
43,unemployed,divorced,NA,no,no,no,cellular,jul,mon,9,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,3973
35,management,married,high.school,no,yes,no,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no,NA,3974
33,admin.,single,university.degree,no,yes,yes,cellular,nov,tue,1,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,no,NA,3975
58,management,married,basic.9y,no,yes,no,telephone,may,wed,5,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,no,NA,3976
36,technician,married,NA,no,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,no,NA,3977
49,unemployed,married,university.degree,no,no,no,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,999,3,no,NA,3978
35,admin.,single,high.school,no,no,no,cellular,may,tue,4,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,999,0,no,NA,3979
54,technician,single,basic.9y,no,no,no,telephone,jun,mon,3,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no,NA,3980
28,blue-collar,single,NA,unknown,yes,no,cellular,may,fri,6,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,no,NA,3981
NA,technician,single,university.degree,no,yes,yes,cellular,may,tue,2,999,0,nonexistent,-1.8,92.893,-46.2,1.291,5099.1,999,0,no,NA,3982
25,technician,single,basic.9y,no,no,no,telephone,jun,fri,2,999,0,nonexistent,-2.9,92.963,-40.8,1.268,5076.2,999,0,no,NA,3983
45,blue-collar,married,unknown,no,yes,yes,cellular,apr,thu,1,999,1,failure,-1.8,93.075,-47.1,1.41,5099.1,999,3,no,NA,3984
29,admin.,single,NA,no,no,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,no,NA,3985
45,admin.,divorced,professional.course,no,no,yes,cellular,may,fri,1,999,1,failure,-1.8,92.893,-46.2,1.313,5099.1,999,4,no,NA,3986
34,technician,divorced,NA,no,yes,yes,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,no,NA,3987
54,services,married,high.school,no,no,no,telephone,jun,fri,20,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,no,NA,3988
36,technician,single,NA,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999,0,no,NA,3989
29,admin.,single,NA,no,no,yes,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,no,NA,3990
43,admin.,married,high.school,no,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,no,NA,3991
NA,services,divorced,high.school,no,yes,no,cellular,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,no,NA,3992
NA,technician,married,high.school,unknown,no,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.967,5228.1,999,0,no,NA,3993
41,blue-collar,married,basic.9y,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,no,NA,3994
NA,admin.,married,university.degree,no,yes,yes,cellular,nov,tue,2,999,0,nonexistent,-0.1,93.2,-42,4.153,5195.8,999,0,no,NA,3995
45,housemaid,married,university.degree,unknown,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,no,NA,3996
62,technician,married,unknown,no,no,no,cellular,mar,mon,2,999,0,nonexistent,-1.8,93.369,-34.8,0.646,5008.7,999,0,no,NA,3997
38,technician,married,professional.course,no,yes,no,cellular,nov,mon,1,999,1,failure,-0.1,93.2,-42,4.191,5195.8,999,2,no,NA,3998
NA,blue-collar,married,unknown,no,no,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,no,NA,3999
34,admin.,married,high.school,no,no,yes,cellular,may,thu,1,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,no,NA,4000
NA,technician,single,professional.course,unknown,yes,no,cellular,apr,mon,2,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,no,NA,4001
46,admin.,married,high.school,no,yes,no,cellular,nov,thu,1,999,1,failure,-0.1,93.2,-42,4.076,5195.8,999,1,no,NA,4002
36,admin.,divorced,NA,no,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,4003
NA,blue-collar,single,NA,no,yes,no,cellular,jul,tue,2,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,no,NA,4004
28,technician,married,NA,unknown,yes,no,cellular,may,fri,2,999,0,nonexistent,-1.8,92.893,-46.2,1.313,5099.1,999,0,no,NA,4005
NA,services,married,professional.course,unknown,yes,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,no,NA,4006
NA,blue-collar,single,basic.6y,unknown,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,no,NA,4007
NA,management,single,high.school,no,yes,yes,cellular,nov,wed,2,6,1,success,-0.1,93.2,-42,4.12,5195.8,0.2,1,no,NA,4008
31,services,married,NA,unknown,no,no,telephone,may,NA,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,4009
NA,services,divorced,NA,no,yes,no,telephone,may,NA,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,4010
38,admin.,married,NA,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.963,5228.1,999,0,no,NA,4011
47,blue-collar,married,basic.6y,no,yes,no,telephone,jun,thu,1,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no,NA,4012
NA,admin.,single,university.degree,no,no,no,cellular,may,NA,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,no,NA,4013
48,services,divorced,high.school,no,no,no,cellular,jul,mon,3,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,no,NA,4014
32,technician,married,university.degree,no,no,no,cellular,jun,NA,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,999,0,no,NA,4015
52,admin.,married,unknown,no,no,no,cellular,aug,NA,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,no,NA,4016
NA,blue-collar,divorced,unknown,unknown,no,no,cellular,jul,wed,2,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,no,NA,4017
NA,technician,single,NA,unknown,no,yes,cellular,aug,tue,3,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,no,NA,4018
32,admin.,married,high.school,no,no,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999,0,no,NA,4019
NA,retired,married,university.degree,no,yes,no,cellular,jul,mon,11,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,4020
58,self-employed,married,basic.9y,no,no,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,no,NA,4021
33,admin.,married,NA,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.365,5099.1,999,0,no,NA,4022
75,housemaid,divorced,NA,no,no,no,telephone,nov,mon,8,3,1,success,-3.4,92.649,-30.1,0.714,5017.5,0.1,2,no,NA,4023
NA,blue-collar,married,basic.6y,no,yes,no,telephone,may,fri,6,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,no,NA,4024
30,services,single,NA,no,no,no,telephone,may,mon,5,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,4025
NA,admin.,single,university.degree,no,yes,no,cellular,sep,mon,4,999,0,nonexistent,-1.1,94.199,-37.5,0.879,4963.6,999,0,no,NA,4026
NA,blue-collar,married,NA,unknown,no,yes,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,no,NA,4027
39,admin.,married,unknown,no,no,no,cellular,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,no,NA,4028
NA,blue-collar,married,basic.4y,unknown,yes,no,cellular,aug,NA,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,4029
45,services,divorced,basic.4y,no,no,no,cellular,apr,thu,1,999,0,nonexistent,-1.8,93.075,-47.1,1.41,5099.1,999,0,no,NA,4030
34,admin.,single,university.degree,no,yes,no,cellular,may,fri,5,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,no,NA,4031
49,entrepreneur,married,university.degree,no,yes,no,telephone,nov,mon,1,999,0,nonexistent,-0.1,93.2,-42,4.191,5195.8,999,0,no,NA,4032
47,housemaid,married,NA,unknown,no,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,4033
45,unknown,married,unknown,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,no,NA,4034
45,services,married,NA,no,yes,no,cellular,aug,thu,11,999,0,nonexistent,1.4,93.444,-36.1,4.962,5228.1,999,0,no,NA,4035
39,admin.,married,NA,unknown,yes,no,telephone,jun,fri,3,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,no,NA,4036
59,unknown,married,NA,no,yes,no,cellular,may,mon,2,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,999,0,no,NA,4037
59,admin.,married,NA,no,no,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,4038
47,admin.,married,high.school,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,no,NA,4039
38,admin.,married,high.school,no,no,no,cellular,may,wed,1,999,0,nonexistent,-1.8,92.893,-46.2,1.334,5099.1,999,0,no,NA,4040
25,technician,single,NA,no,yes,no,telephone,aug,tue,1,999,0,nonexistent,-1.7,94.027,-38.3,0.904,4991.6,999,0,no,NA,4041
37,admin.,married,NA,unknown,yes,no,cellular,may,thu,2,999,0,nonexistent,-1.8,92.893,-46.2,1.327,5099.1,999,0,no,NA,4042
28,unemployed,single,high.school,no,yes,no,cellular,dec,mon,3,6,3,success,-3,92.713,-33,0.709,5023.5,0.2,3,no,NA,4043
37,services,divorced,high.school,no,yes,no,telephone,jun,tue,4,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no,NA,4044
NA,technician,single,NA,no,no,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,no,NA,4045
51,unemployed,divorced,high.school,unknown,yes,no,cellular,nov,thu,2,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,no,NA,4046
31,admin.,single,NA,no,yes,no,cellular,jul,mon,4,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,4047
51,entrepreneur,married,professional.course,no,no,no,telephone,jun,wed,1,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,no,NA,4048
23,admin.,married,NA,no,no,yes,telephone,jun,NA,3,999,0,nonexistent,1.4,94.465,-41.8,4.947,5228.1,999,0,no,NA,4049
NA,unemployed,single,NA,no,no,yes,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,4050
46,blue-collar,single,NA,no,yes,yes,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,no,NA,4051
NA,admin.,single,university.degree,no,yes,yes,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.27,5099.1,999,0,no,NA,4052
NA,blue-collar,married,basic.9y,unknown,no,no,telephone,jun,fri,1,999,0,nonexistent,1.4,94.465,-41.8,4.967,5228.1,999,0,no,NA,4053
43,blue-collar,married,NA,no,no,no,telephone,may,wed,18,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,4054
53,unknown,married,unknown,no,no,no,telephone,jun,NA,18,999,0,nonexistent,1.4,94.465,-41.8,4.959,5228.1,999,0,no,NA,4055
39,technician,single,professional.course,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,no,NA,4056
NA,services,single,high.school,unknown,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,4057
45,blue-collar,divorced,NA,no,yes,no,telephone,jun,tue,8,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no,NA,4058
30,admin.,divorced,NA,no,yes,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no,NA,4059
NA,student,single,high.school,no,yes,yes,telephone,may,wed,4,999,1,failure,-1.8,92.893,-46.2,1.281,5099.1,999,1,no,NA,4060
42,blue-collar,single,basic.4y,no,yes,no,cellular,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,4061
NA,technician,divorced,NA,no,yes,no,telephone,jul,wed,7,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,no,NA,4062
32,self-employed,single,university.degree,no,yes,no,cellular,sep,wed,1,999,0,nonexistent,-3.4,92.379,-29.8,0.781,5017.5,999,0,no,NA,4063
46,admin.,married,professional.course,no,no,no,telephone,jun,mon,2,999,0,nonexistent,1.4,94.465,-41.8,4.96,5228.1,999,0,no,NA,4064
44,admin.,married,high.school,no,yes,no,cellular,jul,mon,1,999,0,nonexistent,1.4,93.918,-42.7,4.96,5228.1,999,0,no,NA,4065
43,blue-collar,married,basic.9y,no,no,no,telephone,jul,tue,3,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,no,NA,4066
NA,admin.,married,basic.9y,unknown,yes,no,cellular,may,mon,6,6,2,success,-1.8,92.893,-46.2,1.299,5099.1,0.2,2,no,NA,4067
31,technician,married,university.degree,no,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,no,NA,4068
45,blue-collar,divorced,basic.4y,no,no,no,telephone,apr,mon,4,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,no,NA,4069
21,services,single,high.school,no,yes,no,cellular,apr,NA,3,999,0,nonexistent,-1.8,93.075,-47.1,1.435,5099.1,999,0,no,NA,4070
31,blue-collar,single,high.school,no,yes,no,cellular,jul,wed,1,999,0,nonexistent,1.4,93.918,-42.7,4.963,5228.1,999,0,no,NA,4071
32,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,2,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,no,NA,4072
38,retired,divorced,basic.9y,unknown,yes,no,cellular,apr,thu,3,999,1,failure,-1.8,93.075,-47.1,1.365,5099.1,999,3,no,NA,4073
37,blue-collar,married,professional.course,no,no,no,telephone,may,thu,1,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,no,NA,4074
34,management,single,university.degree,no,no,no,telephone,may,tue,1,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,no,NA,4075
31,blue-collar,married,basic.9y,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,no,NA,4076
28,admin.,single,NA,no,yes,no,telephone,may,fri,5,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,no,NA,4077
34,blue-collar,married,professional.course,no,no,no,cellular,apr,fri,1,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,no,NA,4078
NA,housemaid,divorced,high.school,no,yes,yes,cellular,jul,thu,1,999,0,nonexistent,1.4,93.918,-42.7,4.962,5228.1,999,0,no,NA,4079
NA,technician,single,professional.course,no,no,no,telephone,may,mon,5,999,0,nonexistent,-1.8,92.893,-46.2,1.354,5099.1,999,0,no,NA,4080
NA,admin.,divorced,high.school,no,unknown,unknown,cellular,apr,NA,1,999,1,failure,-1.8,93.075,-47.1,1.435,5099.1,999,3,no,NA,4081
NA,retired,married,NA,no,yes,no,telephone,oct,wed,1,999,0,nonexistent,-3.4,92.431,-26.9,0.724,5017.5,999,0,no,NA,4082
32,services,married,high.school,no,yes,no,telephone,jun,tue,1,999,0,nonexistent,1.4,94.465,-41.8,4.864,5228.1,999,0,no,NA,4083
32,blue-collar,married,NA,no,yes,yes,cellular,may,mon,1,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,999,3,no,NA,4084
42,blue-collar,married,basic.4y,no,no,no,cellular,may,mon,2,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,999,2,no,NA,4085
34,housemaid,married,high.school,unknown,no,no,cellular,may,wed,5,999,1,failure,-1.8,92.893,-46.2,1.334,5099.1,999,4,no,NA,4086
40,self-employed,married,high.school,unknown,no,no,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.858,5191,999,0,no,NA,4087
50,entrepreneur,married,basic.4y,unknown,no,no,cellular,jul,thu,2,999,0,nonexistent,1.4,93.918,-42.7,4.958,5228.1,999,0,no,NA,4088
NA,admin.,married,professional.course,no,yes,yes,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,4089
33,technician,married,professional.course,unknown,yes,no,cellular,aug,wed,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,no,NA,4090
NA,admin.,single,NA,unknown,no,no,telephone,may,fri,1,999,0,nonexistent,1.1,93.994,-36.4,4.859,5191,999,0,no,NA,4091
29,admin.,single,basic.9y,no,yes,no,cellular,may,mon,4,999,1,failure,-1.8,92.893,-46.2,1.299,5099.1,999,3,no,NA,4092
53,blue-collar,married,basic.6y,no,yes,no,cellular,aug,mon,5,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,no,NA,4093
44,admin.,married,high.school,no,no,no,telephone,may,NA,2,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,no,NA,4094
NA,admin.,single,university.degree,no,yes,no,cellular,jul,fri,3,999,0,nonexistent,1.4,93.918,-42.7,4.957,5228.1,999,0,no,NA,4095
23,student,single,high.school,no,yes,no,cellular,may,wed,2,999,0,nonexistent,-1.8,92.893,-46.2,1.281,5099.1,999,0,no,NA,4096
32,blue-collar,married,basic.9y,no,yes,yes,cellular,aug,fri,1,999,0,nonexistent,-2.9,92.201,-31.4,0.869,5076.2,999,0,no,NA,4097
32,admin.,single,university.degree,no,yes,no,cellular,aug,thu,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,4098
36,management,married,basic.6y,unknown,yes,no,telephone,jul,fri,2,999,0,nonexistent,1.4,93.918,-42.7,4.959,5228.1,999,0,no,NA,4099
52,technician,married,university.degree,no,no,no,cellular,nov,wed,1,999,1,failure,-1.1,94.767,-50.8,1.048,4963.6,999,0,no,NA,4100
27,admin.,single,university.degree,no,no,yes,telephone,jun,thu,2,999,0,nonexistent,1.4,94.465,-41.8,4.866,5228.1,999,0,no,NA,4101
NA,services,married,high.school,unknown,yes,no,telephone,jul,tue,6,999,0,nonexistent,1.4,93.918,-42.7,4.961,5228.1,999,0,no,NA,4102
47,blue-collar,married,basic.9y,no,no,no,cellular,may,tue,2,999,1,failure,-1.8,92.893,-46.2,1.291,5099.1,999,3,no,NA,4103
32,admin.,single,university.degree,no,no,no,cellular,aug,fri,1,999,0,nonexistent,1.4,93.444,-36.1,4.964,5228.1,999,0,no,NA,4104
NA,blue-collar,married,NA,no,yes,no,cellular,may,mon,1,999,0,nonexistent,-1.8,92.893,-46.2,1.244,5099.1,999,0,no,NA,4105
52,blue-collar,married,NA,no,yes,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,no,NA,4106
53,retired,married,NA,unknown,yes,no,telephone,may,wed,3,999,0,nonexistent,1.1,93.994,-36.4,4.856,5191,999,0,no,NA,4107
30,student,single,NA,no,no,no,cellular,sep,NA,2,9,2,failure,-1.1,94.199,-37.5,0.879,4963.6,0.3,8,no,NA,4108
NA,technician,single,professional.course,no,no,no,cellular,nov,tue,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8,999,4,no,NA,4109
NA,blue-collar,married,high.school,no,yes,no,cellular,may,fri,1,999,0,nonexistent,-1.8,92.893,-46.2,1.25,5099.1,999,0,no,NA,4110
NA,services,divorced,high.school,no,no,no,cellular,oct,wed,1,999,1,failure,-1.1,94.601,-49.5,1.016,4963.6,999,2,no,NA,4111
33,admin.,single,high.school,no,yes,no,cellular,nov,wed,1,999,0,nonexistent,-0.1,93.2,-42,4.12,5195.8,999,0,no,NA,4112
53,blue-collar,married,basic.4y,no,no,no,cellular,aug,tue,2,999,0,nonexistent,1.4,93.444,-36.1,4.968,5228.1,999,0,no,NA,4113
NA,management,married,university.degree,unknown,no,no,cellular,apr,mon,7,999,0,nonexistent,-1.8,93.075,-47.1,1.405,5099.1,999,0,no,NA,4114
43,entrepreneur,married,high.school,no,no,yes,telephone,may,mon,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,4115
58,admin.,married,NA,no,no,no,cellular,aug,mon,2,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,no,NA,4116
NA,admin.,married,NA,no,yes,yes,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.966,5228.1,999,0,no,NA,4117
NA,technician,single,NA,no,yes,no,cellular,aug,tue,1,999,0,nonexistent,1.4,93.444,-36.1,4.965,5228.1,999,0,no,NA,4118
36,management,married,NA,no,yes,no,telephone,may,mon,1,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,4119
57,management,married,professional.course,unknown,yes,no,cellular,nov,thu,2,999,1,failure,-0.1,93.2,-42,4.076,5195.8,999,0,no,NA,4120
NA,admin.,married,NA,no,no,no,cellular,nov,thu,1,999,0,nonexistent,-0.1,93.2,-42,4.076,5195.8,999,0,no,NA,4121
46,blue-collar,divorced,basic.6y,no,unknown,unknown,telephone,jun,thu,9,999,0,nonexistent,1.4,94.465,-41.8,4.961,5228.1,999,0,no,NA,4122
NA,blue-collar,married,basic.6y,unknown,yes,no,cellular,jul,thu,5,999,0,nonexistent,1.4,93.918,-42.7,4.968,5228.1,999,0,no,NA,4123
58,services,divorced,high.school,unknown,yes,no,cellular,may,tue,4,999,2,failure,-1.8,92.893,-46.2,1.344,5099.1,999,0,no,NA,4124
32,entrepreneur,single,NA,no,yes,no,telephone,may,tue,2,999,0,nonexistent,1.1,93.994,-36.4,4.857,5191,999,0,no,NA,4125
NA,technician,married,professional.course,no,no,no,telephone,may,fri,3,999,0,nonexistent,1.1,93.994,-36.4,4.864,5191,999,0,no,NA,4126
NA,technician,married,professional.course,no,no,no,cellular,nov,NA,2,999,1,failure,-0.1,93.2,-42,4.153,5195.8,999,2,no,NA,4127
NA,retired,married,university.degree,no,yes,no,cellular,jun,wed,1,999,2,failure,-2.9,92.963,-40.8,1.26,5076.2,999,4,no,NA,4128
27,services,single,NA,no,yes,no,telephone,may,fri,4,999,0,nonexistent,1.1,93.994,-36.4,4.855,5191,999,0,no,NA,4129
32,blue-collar,married,basic.9y,no,yes,no,cellular,apr,fri,2,999,0,nonexistent,-1.8,93.075,-47.1,1.479,5099.1,999,0,no,NA,4130
38,technician,married,NA,no,yes,no,cellular,jun,wed,1,999,0,nonexistent,-2.9,92.963,-40.8,1.26,5076.2,999,0,no,NA,4131
